cluster_id,cluster_type,genome_id,file_name,gene_name,start_position,end_position,gene_type,system_size,candidate_count,multi_label,binary_confidence
2019_bqzb-4_bin.34.purify_k141_46118_34314-34903,HYBRID,2019_bqzb-4_bin.34.purify_k141_46118,2019_bqzb-4_bin.34.purify.fasta,2019_bqzb-4_bin.34.purify_k141_46118_36,34556,34903,known_defense,2,1,MazEF__MazF,0.999996542930603
2019_bqzb-4_bin.44.purify_k141_160557_28141-33298,HYBRID,2019_bqzb-4_bin.44.purify_k141_160557,2019_bqzb-4_bin.44.purify.fasta,2019_bqzb-4_bin.44.purify_k141_160557_29,28141,29727,candidate,3,2,other,0.9999457597732544
2019_bqzb-4_bin.44.purify_k141_160557_28141-33298,HYBRID,2019_bqzb-4_bin.44.purify_k141_160557,2019_bqzb-4_bin.44.purify.fasta,2019_bqzb-4_bin.44.purify_k141_160557_30,29727,31979,candidate,3,2,other,0.999996781349182
2019_bqzb-4_bin.44.purify_k141_160557_28141-33298,HYBRID,2019_bqzb-4_bin.44.purify_k141_160557,2019_bqzb-4_bin.44.purify.fasta,2019_bqzb-4_bin.44.purify_k141_160557_31,31976,33298,known_defense,3,2,RM_Type_II__Type_II_MTases,0.9999983310699464
2019_bqzb-1_bin.10.purify_k141_226814_2358-3869,PURE_CANDIDATE,2019_bqzb-1_bin.10.purify_k141_226814,2019_bqzb-1_bin.10.purify.fasta,2019_bqzb-1_bin.10.purify_k141_226814_4,2358,3149,candidate,2,2,other,0.998908758163452
2019_bqzb-1_bin.10.purify_k141_226814_2358-3869,PURE_CANDIDATE,2019_bqzb-1_bin.10.purify_k141_226814,2019_bqzb-1_bin.10.purify.fasta,2019_bqzb-1_bin.10.purify_k141_226814_5,3231,3869,candidate,2,2,other,0.999982476234436
2019_bqzb-2_bin.12.purify_k141_519143_16713-17274,HYBRID,2019_bqzb-2_bin.12.purify_k141_519143,2019_bqzb-2_bin.12.purify.fasta,2019_bqzb-2_bin.12.purify_k141_519143_18,16713,17084,known_defense,2,1,MazEF__MazF,0.9999997615814208
2019_bqzb-2_bin.12.purify_k141_519143_16713-17274,HYBRID,2019_bqzb-2_bin.12.purify_k141_519143,2019_bqzb-2_bin.12.purify.fasta,2019_bqzb-2_bin.12.purify_k141_519143_19,17038,17274,candidate,2,1,other,0.9999908208847046
2019_bqzb-2_bin.28.purify_k141_252643_1559-3617,PURE_CANDIDATE,2019_bqzb-2_bin.28.purify_k141_252643,2019_bqzb-2_bin.28.purify.fasta,2019_bqzb-2_bin.28.purify_k141_252643_3,1559,2671,candidate,2,2,other,0.9968523383140564
2019_bqzb-2_bin.28.purify_k141_252643_1559-3617,PURE_CANDIDATE,2019_bqzb-2_bin.28.purify_k141_252643,2019_bqzb-2_bin.28.purify.fasta,2019_bqzb-2_bin.28.purify_k141_252643_4,2673,3617,candidate,2,2,other,0.9992963075637816
2019_bqzb-1_bin.13.purify_k141_334633_11458-12086,HYBRID,2019_bqzb-1_bin.13.purify_k141_334633,2019_bqzb-1_bin.13.purify.fasta,2019_bqzb-1_bin.13.purify_k141_334633_12,11458,11754,known_defense,2,1,MazEF__MazF,0.9999979734420776
2019_bqzb-1_bin.13.purify_k141_334633_11458-12086,HYBRID,2019_bqzb-1_bin.13.purify_k141_334633,2019_bqzb-1_bin.13.purify.fasta,2019_bqzb-1_bin.13.purify_k141_334633_13,11835,12086,candidate,2,1,other,0.9999982118606568
2019_bqzb-4_bin.63.purify_k141_94795_17356-21866,PURE_CANDIDATE,2019_bqzb-4_bin.63.purify_k141_94795,2019_bqzb-4_bin.63.purify.fasta,2019_bqzb-4_bin.63.purify_k141_94795_20,17356,18294,candidate,2,2,other,0.9966655373573304
2019_bqzb-4_bin.63.purify_k141_94795_17356-21866,PURE_CANDIDATE,2019_bqzb-4_bin.63.purify_k141_94795,2019_bqzb-4_bin.63.purify.fasta,2019_bqzb-4_bin.63.purify_k141_94795_22,19137,21866,candidate,2,2,other,0.9997978806495668
2019_bqzb-1_bin.24.purify_k141_287972_127-4960,HYBRID,2019_bqzb-1_bin.24.purify_k141_287972,2019_bqzb-1_bin.24.purify.fasta,2019_bqzb-1_bin.24.purify_k141_287972_2,127,2475,candidate,2,1,other,0.9999959468841552
2019_bqzb-1_bin.24.purify_k141_287972_127-4960,HYBRID,2019_bqzb-1_bin.24.purify_k141_287972,2019_bqzb-1_bin.24.purify.fasta,2019_bqzb-1_bin.24.purify_k141_287972_3,2504,4960,known_defense,2,1,BREX__pglZA,0.9949296712875366
2019_bqzb-4_bin.55.purify_k141_265255_1-1637,PURE_CANDIDATE,2019_bqzb-4_bin.55.purify_k141_265255,2019_bqzb-4_bin.55.purify.fasta,2019_bqzb-4_bin.55.purify_k141_265255_1,1,747,candidate,2,1,other,0.9984713196754456
2019_bqzb-4_bin.55.purify_k141_265255_1-1637,PURE_CANDIDATE,2019_bqzb-4_bin.55.purify_k141_265255,2019_bqzb-4_bin.55.purify.fasta,2019_bqzb-4_bin.55.purify_k141_265255_2,687,1637,known_defense,2,1,other,0.5593183040618896
2019_bqzb-4_bin.55.purify_k141_303287_598-1464,PURE_CANDIDATE,2019_bqzb-4_bin.55.purify_k141_303287,2019_bqzb-4_bin.55.purify.fasta,2019_bqzb-4_bin.55.purify_k141_303287_2,598,861,candidate,2,2,other,0.9999765157699584
2019_bqzb-4_bin.55.purify_k141_303287_598-1464,PURE_CANDIDATE,2019_bqzb-4_bin.55.purify_k141_303287,2019_bqzb-4_bin.55.purify.fasta,2019_bqzb-4_bin.55.purify_k141_303287_3,949,1464,candidate,2,2,other,0.999969720840454
2019_bqzb-4_bin.4.purify_k141_370178_12026-16261,PURE_CANDIDATE,2019_bqzb-4_bin.4.purify_k141_370178,2019_bqzb-4_bin.4.purify.fasta,2019_bqzb-4_bin.4.purify_k141_370178_14,12026,15013,candidate,2,2,other,0.9999628067016602
2019_bqzb-4_bin.4.purify_k141_370178_12026-16261,PURE_CANDIDATE,2019_bqzb-4_bin.4.purify_k141_370178,2019_bqzb-4_bin.4.purify.fasta,2019_bqzb-4_bin.4.purify_k141_370178_15,15029,16261,candidate,2,2,other,0.9999877214431764
2019_bqzb-4_bin.61.purify_k141_271738_2747-3363,PURE_CANDIDATE,2019_bqzb-4_bin.61.purify_k141_271738,2019_bqzb-4_bin.61.purify.fasta,2019_bqzb-4_bin.61.purify_k141_271738_3,2747,3088,candidate,2,2,other,0.9999977350234984
2019_bqzb-4_bin.61.purify_k141_271738_2747-3363,PURE_CANDIDATE,2019_bqzb-4_bin.61.purify_k141_271738,2019_bqzb-4_bin.61.purify.fasta,2019_bqzb-4_bin.61.purify_k141_271738_4,3094,3363,candidate,2,2,other,0.9999992847442628
2019_bqzb-4_bin.92.purify_k141_209276_2-1343,PURE_CANDIDATE,2019_bqzb-4_bin.92.purify_k141_209276,2019_bqzb-4_bin.92.purify.fasta,2019_bqzb-4_bin.92.purify_k141_209276_1,2,304,candidate,2,1,other,0.999968647956848
2019_bqzb-4_bin.92.purify_k141_209276_2-1343,PURE_CANDIDATE,2019_bqzb-4_bin.92.purify_k141_209276,2019_bqzb-4_bin.92.purify.fasta,2019_bqzb-4_bin.92.purify_k141_209276_2,315,1343,known_defense,2,1,other,0.8060123324394226
2019_bqzb-2_bin.27.purify_k141_363087_8562-9910,PURE_CANDIDATE,2019_bqzb-2_bin.27.purify_k141_363087,2019_bqzb-2_bin.27.purify.fasta,2019_bqzb-2_bin.27.purify_k141_363087_10,8562,9608,candidate,2,2,other,0.9999630451202391
2019_bqzb-2_bin.27.purify_k141_363087_8562-9910,PURE_CANDIDATE,2019_bqzb-2_bin.27.purify_k141_363087,2019_bqzb-2_bin.27.purify.fasta,2019_bqzb-2_bin.27.purify_k141_363087_11,9620,9910,candidate,2,2,other,0.9999035596847534
2019_bqzb-2_bin.7.purify_k141_429485_1126-2467,HYBRID,2019_bqzb-2_bin.7.purify_k141_429485,2019_bqzb-2_bin.7.purify.fasta,2019_bqzb-2_bin.7.purify_k141_429485_3,1126,1710,candidate,2,1,other,0.999630331993103
2019_bqzb-2_bin.7.purify_k141_429485_1126-2467,HYBRID,2019_bqzb-2_bin.7.purify_k141_429485,2019_bqzb-2_bin.7.purify.fasta,2019_bqzb-2_bin.7.purify_k141_429485_4,1703,2467,known_defense,2,1,AbiEii__AbiEii,0.999990940093994
2019_bqzb-2_bin.7.purify_k141_459593_1386-2801,PURE_CANDIDATE,2019_bqzb-2_bin.7.purify_k141_459593,2019_bqzb-2_bin.7.purify.fasta,2019_bqzb-2_bin.7.purify_k141_459593_5,1386,1691,candidate,2,2,other,0.9966145157814026
2019_bqzb-2_bin.7.purify_k141_459593_1386-2801,PURE_CANDIDATE,2019_bqzb-2_bin.7.purify_k141_459593,2019_bqzb-2_bin.7.purify.fasta,2019_bqzb-2_bin.7.purify_k141_459593_7,2394,2801,candidate,2,2,other,0.9975245594978333
2019_bqzb-2_bin.7.purify_k141_343803_1546-3061,PURE_CANDIDATE,2019_bqzb-2_bin.7.purify_k141_343803,2019_bqzb-2_bin.7.purify.fasta,2019_bqzb-2_bin.7.purify_k141_343803_4,1546,2493,candidate,2,1,other,0.9995716214179992
2019_bqzb-2_bin.7.purify_k141_343803_1546-3061,PURE_CANDIDATE,2019_bqzb-2_bin.7.purify_k141_343803,2019_bqzb-2_bin.7.purify.fasta,2019_bqzb-2_bin.7.purify_k141_343803_5,2465,3061,known_defense,2,1,other,0.9758095145225524
2019_bqzb-2_bin.7.purify_k141_221298_5342-9015,HYBRID,2019_bqzb-2_bin.7.purify_k141_221298,2019_bqzb-2_bin.7.purify.fasta,2019_bqzb-2_bin.7.purify_k141_221298_10,5342,8317,candidate,2,1,other,0.9908912777900696
2019_bqzb-2_bin.7.purify_k141_221298_5342-9015,HYBRID,2019_bqzb-2_bin.7.purify_k141_221298,2019_bqzb-2_bin.7.purify.fasta,2019_bqzb-2_bin.7.purify_k141_221298_11,8302,9015,known_defense,2,1,RM_Type_III__Type_III_MTases,0.9999754428863524
2019_bqzb-1_bin.5.purify_k141_186964_167-1728,PURE_CANDIDATE,2019_bqzb-1_bin.5.purify_k141_186964,2019_bqzb-1_bin.5.purify.fasta,2019_bqzb-1_bin.5.purify_k141_186964_2,167,1204,candidate,2,2,other,0.999952793121338
2019_bqzb-1_bin.5.purify_k141_186964_167-1728,PURE_CANDIDATE,2019_bqzb-1_bin.5.purify_k141_186964,2019_bqzb-1_bin.5.purify.fasta,2019_bqzb-1_bin.5.purify_k141_186964_3,1201,1728,candidate,2,2,other,0.9999918937683104
2019_bqzb-1_bin.5.purify_k141_67433_826-2099,PURE_CANDIDATE,2019_bqzb-1_bin.5.purify_k141_67433,2019_bqzb-1_bin.5.purify.fasta,2019_bqzb-1_bin.5.purify_k141_67433_3,826,1503,candidate,2,1,other,0.9994010925292968
2019_bqzb-1_bin.5.purify_k141_67433_826-2099,PURE_CANDIDATE,2019_bqzb-1_bin.5.purify_k141_67433,2019_bqzb-1_bin.5.purify.fasta,2019_bqzb-1_bin.5.purify_k141_67433_4,1500,2099,known_defense,2,1,other,0.9818680286407472
2019_bqzb-4_bin.5.purify_k141_210356_3153-7791,HYBRID,2019_bqzb-4_bin.5.purify_k141_210356,2019_bqzb-4_bin.5.purify.fasta,2019_bqzb-4_bin.5.purify_k141_210356_3,3153,4220,known_defense,3,1,cas1_I_II_III_IV_V_VI_1,0.5671904683113098
2019_bqzb-4_bin.5.purify_k141_210356_3153-7791,HYBRID,2019_bqzb-4_bin.5.purify_k141_210356,2019_bqzb-4_bin.5.purify.fasta,2019_bqzb-4_bin.5.purify_k141_210356_4,4226,4504,known_defense,3,1,cas2_I_II_III_IV_V_VI_3,0.5355997085571289
2019_bqzb-4_bin.5.purify_k141_210356_3153-7791,HYBRID,2019_bqzb-4_bin.5.purify_k141_210356,2019_bqzb-4_bin.5.purify.fasta,2019_bqzb-4_bin.5.purify_k141_210356_5,4528,7791,candidate,3,1,other,0.9985321760177612
2019_bqzb-4_bin.5.purify_k141_199168_6038-11484,HYBRID,2019_bqzb-4_bin.5.purify_k141_199168,2019_bqzb-4_bin.5.purify.fasta,2019_bqzb-4_bin.5.purify_k141_199168_6,6038,7921,known_defense,2,1,RM_Type_II__Type_II_REases,0.9923326969146729
2019_bqzb-4_bin.5.purify_k141_199168_6038-11484,HYBRID,2019_bqzb-4_bin.5.purify_k141_199168,2019_bqzb-4_bin.5.purify.fasta,2019_bqzb-4_bin.5.purify_k141_199168_7,8335,11484,candidate,2,1,other,0.9977186918258668
2019_bqzb-4_bin.5.purify_k141_87520_17275-19412,PURE_CANDIDATE,2019_bqzb-4_bin.5.purify_k141_87520,2019_bqzb-4_bin.5.purify.fasta,2019_bqzb-4_bin.5.purify_k141_87520_16,17275,18327,candidate,2,2,other,0.9998672008514404
2019_bqzb-4_bin.5.purify_k141_87520_17275-19412,PURE_CANDIDATE,2019_bqzb-4_bin.5.purify_k141_87520,2019_bqzb-4_bin.5.purify.fasta,2019_bqzb-4_bin.5.purify_k141_87520_17,18324,19412,candidate,2,2,other,0.9999706745147704
2019_bqzb-1_bin.23.purify_k141_7922_1-2147,PURE_CANDIDATE,2019_bqzb-1_bin.23.purify_k141_7922,2019_bqzb-1_bin.23.purify.fasta,2019_bqzb-1_bin.23.purify_k141_7922_1,1,504,candidate,2,1,other,0.9919593930244446
2019_bqzb-1_bin.23.purify_k141_7922_1-2147,PURE_CANDIDATE,2019_bqzb-1_bin.23.purify_k141_7922,2019_bqzb-1_bin.23.purify.fasta,2019_bqzb-1_bin.23.purify_k141_7922_2,651,2147,known_defense,2,1,other,0.8979354500770569
2019_bqzb-1_bin.23.purify_k141_268801_2931-4678,PURE_CANDIDATE,2019_bqzb-1_bin.23.purify_k141_268801,2019_bqzb-1_bin.23.purify.fasta,2019_bqzb-1_bin.23.purify_k141_268801_4,2931,3590,known_defense,2,1,other,0.9803423285484314
2019_bqzb-1_bin.23.purify_k141_268801_2931-4678,PURE_CANDIDATE,2019_bqzb-1_bin.23.purify_k141_268801,2019_bqzb-1_bin.23.purify.fasta,2019_bqzb-1_bin.23.purify_k141_268801_5,3587,4678,candidate,2,1,other,0.9997603297233582
2019_bqzb-4_bin.64.purify_k141_357513_5608-7010,PURE_CANDIDATE,2019_bqzb-4_bin.64.purify_k141_357513,2019_bqzb-4_bin.64.purify.fasta,2019_bqzb-4_bin.64.purify_k141_357513_12,5608,6633,candidate,2,2,other,0.9997691512107848
2019_bqzb-4_bin.64.purify_k141_357513_5608-7010,PURE_CANDIDATE,2019_bqzb-4_bin.64.purify_k141_357513,2019_bqzb-4_bin.64.purify.fasta,2019_bqzb-4_bin.64.purify_k141_357513_13,6630,7010,candidate,2,2,other,0.999291181564331
2019_bqzb-1_bin.6.purify_k141_108191_2-1893,PURE_CANDIDATE,2019_bqzb-1_bin.6.purify_k141_108191,2019_bqzb-1_bin.6.purify.fasta,2019_bqzb-1_bin.6.purify_k141_108191_1,2,895,candidate,2,1,other,0.9999656677246094
2019_bqzb-1_bin.6.purify_k141_108191_2-1893,PURE_CANDIDATE,2019_bqzb-1_bin.6.purify_k141_108191,2019_bqzb-1_bin.6.purify.fasta,2019_bqzb-1_bin.6.purify_k141_108191_2,991,1893,known_defense,2,1,other,0.5766928195953369
2019_bqzb-1_bin.6.purify_k141_255214_4004-7895,HYBRID,2019_bqzb-1_bin.6.purify_k141_255214,2019_bqzb-1_bin.6.purify.fasta,2019_bqzb-1_bin.6.purify_k141_255214_5,4004,5854,known_defense,2,1,RM__Type_I_MTases,0.999951720237732
2019_bqzb-1_bin.6.purify_k141_255214_4004-7895,HYBRID,2019_bqzb-1_bin.6.purify_k141_255214,2019_bqzb-1_bin.6.purify.fasta,2019_bqzb-1_bin.6.purify_k141_255214_7,6924,7895,candidate,2,1,other,0.9994307160377502
2019_bqzb-4_bin.35.purify_k141_290033_7318-12825,HYBRID,2019_bqzb-4_bin.35.purify_k141_290033,2019_bqzb-4_bin.35.purify.fasta,2019_bqzb-4_bin.35.purify_k141_290033_8,7318,10434,known_defense,3,1,RM__Type_I_REases,0.9999954700469972
2019_bqzb-4_bin.35.purify_k141_290033_7318-12825,HYBRID,2019_bqzb-4_bin.35.purify_k141_290033,2019_bqzb-4_bin.35.purify.fasta,2019_bqzb-4_bin.35.purify_k141_290033_9,10434,11657,known_defense,3,1,RM__Type_I_S,0.9999979734420776
2019_bqzb-4_bin.35.purify_k141_290033_7318-12825,HYBRID,2019_bqzb-4_bin.35.purify_k141_290033,2019_bqzb-4_bin.35.purify.fasta,2019_bqzb-4_bin.35.purify_k141_290033_10,11647,12825,candidate,3,1,other,0.9999991655349731
2019_bqzb-4_bin.32.purify_k141_229761_1-5334,PURE_CANDIDATE,2019_bqzb-4_bin.32.purify_k141_229761,2019_bqzb-4_bin.32.purify.fasta,2019_bqzb-4_bin.32.purify_k141_229761_1,1,807,known_defense,3,1,other,0.9310194253921508
2019_bqzb-4_bin.32.purify_k141_229761_1-5334,PURE_CANDIDATE,2019_bqzb-4_bin.32.purify_k141_229761,2019_bqzb-4_bin.32.purify.fasta,2019_bqzb-4_bin.32.purify_k141_229761_3,1274,4480,known_defense,3,1,other,0.609969437122345
2019_bqzb-4_bin.32.purify_k141_229761_1-5334,PURE_CANDIDATE,2019_bqzb-4_bin.32.purify_k141_229761,2019_bqzb-4_bin.32.purify.fasta,2019_bqzb-4_bin.32.purify_k141_229761_4,4540,5334,candidate,3,1,other,0.999921441078186
2019_bqzb-4_bin.40.purify_k141_432046_1-3245,HYBRID,2019_bqzb-4_bin.40.purify_k141_432046,2019_bqzb-4_bin.40.purify.fasta,2019_bqzb-4_bin.40.purify_k141_432046_1,1,1239,known_defense,2,1,RM__Type_I_S,0.9792712330818176
2019_bqzb-4_bin.40.purify_k141_432046_1-3245,HYBRID,2019_bqzb-4_bin.40.purify_k141_432046,2019_bqzb-4_bin.40.purify.fasta,2019_bqzb-4_bin.40.purify_k141_432046_2,1236,3245,candidate,2,1,other,0.9999921321868896
2019_bqzb-4_bin.40.purify_k141_296584_450-2319,HYBRID,2019_bqzb-4_bin.40.purify_k141_296584,2019_bqzb-4_bin.40.purify.fasta,2019_bqzb-4_bin.40.purify_k141_296584_2,450,1166,candidate,2,1,other,0.9999747276306152
2019_bqzb-4_bin.40.purify_k141_296584_450-2319,HYBRID,2019_bqzb-4_bin.40.purify_k141_296584,2019_bqzb-4_bin.40.purify.fasta,2019_bqzb-4_bin.40.purify_k141_296584_3,1168,2319,known_defense,2,1,RM_Type_II__Type_II_MTases,0.99998939037323
2019_bqzb-4_bin.60.purify_k141_207665_23239-26187,PURE_CANDIDATE,2019_bqzb-4_bin.60.purify_k141_207665,2019_bqzb-4_bin.60.purify.fasta,2019_bqzb-4_bin.60.purify_k141_207665_19,23239,24237,candidate,2,2,other,0.9999462366104126
2019_bqzb-4_bin.60.purify_k141_207665_23239-26187,PURE_CANDIDATE,2019_bqzb-4_bin.60.purify_k141_207665,2019_bqzb-4_bin.60.purify.fasta,2019_bqzb-4_bin.60.purify_k141_207665_20,24247,26187,candidate,2,2,other,0.9999911785125732
2019_bqzb-4_bin.33.purify_k141_22082_1-778,PURE_CANDIDATE,2019_bqzb-4_bin.33.purify_k141_22082,2019_bqzb-4_bin.33.purify.fasta,2019_bqzb-4_bin.33.purify_k141_22082_1,1,207,candidate,2,1,other,0.9996028542518616
2019_bqzb-4_bin.33.purify_k141_22082_1-778,PURE_CANDIDATE,2019_bqzb-4_bin.33.purify_k141_22082,2019_bqzb-4_bin.33.purify.fasta,2019_bqzb-4_bin.33.purify_k141_22082_2,455,778,known_defense,2,1,other,0.9322800040245056
2019_bqzb-4_bin.33.purify_k141_343206_2860-8668,HYBRID,2019_bqzb-4_bin.33.purify_k141_343206,2019_bqzb-4_bin.33.purify.fasta,2019_bqzb-4_bin.33.purify_k141_343206_4,2860,4086,candidate,3,1,other,0.9998200535774232
2019_bqzb-4_bin.33.purify_k141_343206_2860-8668,HYBRID,2019_bqzb-4_bin.33.purify_k141_343206,2019_bqzb-4_bin.33.purify.fasta,2019_bqzb-4_bin.33.purify_k141_343206_5,4097,6292,known_defense,3,1,RM_Type_IV__Type_IV_REases,0.99999737739563
2019_bqzb-4_bin.33.purify_k141_343206_2860-8668,HYBRID,2019_bqzb-4_bin.33.purify_k141_343206,2019_bqzb-4_bin.33.purify.fasta,2019_bqzb-4_bin.33.purify_k141_343206_6,6320,8668,known_defense,3,1,other,0.8297979831695557
2019_bqzb-4_bin.18.purify_k141_198216_3-4122,PURE_CANDIDATE,2019_bqzb-4_bin.18.purify_k141_198216,2019_bqzb-4_bin.18.purify.fasta,2019_bqzb-4_bin.18.purify_k141_198216_1,3,1523,known_defense,3,1,other,0.8953638076782227
2019_bqzb-4_bin.18.purify_k141_198216_3-4122,PURE_CANDIDATE,2019_bqzb-4_bin.18.purify_k141_198216,2019_bqzb-4_bin.18.purify.fasta,2019_bqzb-4_bin.18.purify_k141_198216_3,1976,2929,known_defense,3,1,other,0.9887323379516602
2019_bqzb-4_bin.18.purify_k141_198216_3-4122,PURE_CANDIDATE,2019_bqzb-4_bin.18.purify_k141_198216,2019_bqzb-4_bin.18.purify.fasta,2019_bqzb-4_bin.18.purify_k141_198216_4,2926,4122,candidate,3,1,other,0.9973700046539308
2019_bqzb-4_bin.6.purify_k141_228989_1618-2778,PURE_CANDIDATE,2019_bqzb-4_bin.6.purify_k141_228989,2019_bqzb-4_bin.6.purify.fasta,2019_bqzb-4_bin.6.purify_k141_228989_3,1618,2289,known_defense,2,1,other,0.5932604074478149
2019_bqzb-4_bin.6.purify_k141_228989_1618-2778,PURE_CANDIDATE,2019_bqzb-4_bin.6.purify_k141_228989,2019_bqzb-4_bin.6.purify.fasta,2019_bqzb-4_bin.6.purify_k141_228989_4,2293,2778,candidate,2,1,other,0.9996533393859864
2019_bqzb-4_bin.15.purify_k141_397200_216-4583,PURE_CANDIDATE,2019_bqzb-4_bin.15.purify_k141_397200,2019_bqzb-4_bin.15.purify.fasta,2019_bqzb-4_bin.15.purify_k141_397200_2,216,1628,known_defense,3,2,other,0.9713318943977356
2019_bqzb-4_bin.15.purify_k141_397200_216-4583,PURE_CANDIDATE,2019_bqzb-4_bin.15.purify_k141_397200,2019_bqzb-4_bin.15.purify.fasta,2019_bqzb-4_bin.15.purify_k141_397200_3,1712,3010,candidate,3,2,other,0.9997164607048036
2019_bqzb-4_bin.15.purify_k141_397200_216-4583,PURE_CANDIDATE,2019_bqzb-4_bin.15.purify_k141_397200,2019_bqzb-4_bin.15.purify.fasta,2019_bqzb-4_bin.15.purify_k141_397200_4,3015,4583,candidate,3,2,other,0.9999828338623048
2019_bqzb-4_bin.69.purify_k141_405410_1-1927,PURE_CANDIDATE,2019_bqzb-4_bin.69.purify_k141_405410,2019_bqzb-4_bin.69.purify.fasta,2019_bqzb-4_bin.69.purify_k141_405410_1,1,567,candidate,2,2,other,0.9959182143211364
2019_bqzb-4_bin.69.purify_k141_405410_1-1927,PURE_CANDIDATE,2019_bqzb-4_bin.69.purify_k141_405410,2019_bqzb-4_bin.69.purify.fasta,2019_bqzb-4_bin.69.purify_k141_405410_2,713,1927,candidate,2,2,other,0.9999449253082277
2019_bqzb-4_bin.78.purify_k141_10560_14667-16324,PURE_CANDIDATE,2019_bqzb-4_bin.78.purify_k141_10560,2019_bqzb-4_bin.78.purify.fasta,2019_bqzb-4_bin.78.purify_k141_10560_23,14667,15467,candidate,2,2,other,0.999380588531494
2019_bqzb-4_bin.78.purify_k141_10560_14667-16324,PURE_CANDIDATE,2019_bqzb-4_bin.78.purify_k141_10560,2019_bqzb-4_bin.78.purify.fasta,2019_bqzb-4_bin.78.purify_k141_10560_24,15593,16324,candidate,2,2,other,0.9996601343154908
2019_bqzb-4_bin.77.purify_k141_32566_3-5782,PURE_CANDIDATE,2019_bqzb-4_bin.77.purify_k141_32566,2019_bqzb-4_bin.77.purify.fasta,2019_bqzb-4_bin.77.purify_k141_32566_1,3,2471,known_defense,2,1,other,0.9663695693016052
