homology_cluster_id,candidate,known_defense,total_genes,homology_type
9182,9,2,11,Expanded_Known_Family
36,9,2,11,Expanded_Known_Family
5544,6,5,11,Expanded_Known_Family
3611,7,4,11,Expanded_Known_Family
197,6,5,11,Expanded_Known_Family
5239,0,11,11,Known_Family_Only
963,5,6,11,Expanded_Known_Family
690,5,6,11,Expanded_Known_Family
8495,4,6,10,Expanded_Known_Family
2751,8,2,10,Expanded_Known_Family
698,5,5,10,Expanded_Known_Family
2706,8,2,10,Expanded_Known_Family
4952,9,1,10,Expanded_Known_Family
863,6,4,10,Expanded_Known_Family
3327,10,0,10,Potential_Novel_Family
1666,4,6,10,Expanded_Known_Family
8452,4,6,10,Expanded_Known_Family
4826,5,5,10,Expanded_Known_Family
747,7,3,10,Expanded_Known_Family
2139,6,4,10,Expanded_Known_Family
5075,1,9,10,Expanded_Known_Family
2883,10,0,10,Potential_Novel_Family
8345,9,1,10,Expanded_Known_Family
11889,9,1,10,Expanded_Known_Family
2442,8,2,10,Expanded_Known_Family
5149,8,2,10,Expanded_Known_Family
6726,4,6,10,Expanded_Known_Family
10946,6,4,10,Expanded_Known_Family
1316,4,6,10,Expanded_Known_Family
966,7,3,10,Expanded_Known_Family
6224,7,3,10,Expanded_Known_Family
1786,3,7,10,Expanded_Known_Family
8712,2,8,10,Expanded_Known_Family
1745,6,4,10,Expanded_Known_Family
7232,2,8,10,Expanded_Known_Family
8223,8,2,10,Expanded_Known_Family
1174,5,5,10,Expanded_Known_Family
12287,9,1,10,Expanded_Known_Family
2023,7,3,10,Expanded_Known_Family
1990,6,4,10,Expanded_Known_Family
3440,6,4,10,Expanded_Known_Family
12281,10,0,10,Potential_Novel_Family
7171,9,1,10,Expanded_Known_Family
67,5,5,10,Expanded_Known_Family
5064,3,7,10,Expanded_Known_Family
5614,6,4,10,Expanded_Known_Family
6116,8,2,10,Expanded_Known_Family
4483,6,4,10,Expanded_Known_Family
193,4,5,9,Expanded_Known_Family
8928,6,3,9,Expanded_Known_Family
11178,2,7,9,Expanded_Known_Family
6402,8,1,9,Expanded_Known_Family
147,2,7,9,Expanded_Known_Family
10909,5,4,9,Expanded_Known_Family
2823,8,1,9,Expanded_Known_Family
4408,1,8,9,Expanded_Known_Family
1653,8,1,9,Expanded_Known_Family
7473,3,6,9,Expanded_Known_Family
53,5,4,9,Expanded_Known_Family
2213,6,3,9,Expanded_Known_Family
6471,1,8,9,Expanded_Known_Family
4127,1,8,9,Expanded_Known_Family
3352,5,4,9,Expanded_Known_Family
2134,6,3,9,Expanded_Known_Family
1956,6,3,9,Expanded_Known_Family
5252,5,4,9,Expanded_Known_Family
343,7,2,9,Expanded_Known_Family
158,5,4,9,Expanded_Known_Family
1768,8,1,9,Expanded_Known_Family
2749,4,5,9,Expanded_Known_Family
9528,7,2,9,Expanded_Known_Family
9226,3,6,9,Expanded_Known_Family
3837,7,2,9,Expanded_Known_Family
2323,6,3,9,Expanded_Known_Family
57,8,1,9,Expanded_Known_Family
8249,4,5,9,Expanded_Known_Family
2529,6,3,9,Expanded_Known_Family
1454,7,2,9,Expanded_Known_Family
4840,9,0,9,Potential_Novel_Family
931,3,6,9,Expanded_Known_Family
6700,4,5,9,Expanded_Known_Family
66,7,2,9,Expanded_Known_Family
7341,3,6,9,Expanded_Known_Family
11824,4,5,9,Expanded_Known_Family
3752,6,3,9,Expanded_Known_Family
7394,6,3,9,Expanded_Known_Family
613,6,3,9,Expanded_Known_Family
8896,7,2,9,Expanded_Known_Family
12318,5,4,9,Expanded_Known_Family
6220,8,1,9,Expanded_Known_Family
1978,7,2,9,Expanded_Known_Family
852,2,7,9,Expanded_Known_Family
7763,4,5,9,Expanded_Known_Family
614,5,4,9,Expanded_Known_Family
11049,6,3,9,Expanded_Known_Family
12112,2,7,9,Expanded_Known_Family
481,6,2,8,Expanded_Known_Family
6210,3,5,8,Expanded_Known_Family
12670,8,0,8,Potential_Novel_Family
4801,6,2,8,Expanded_Known_Family
2774,3,5,8,Expanded_Known_Family
2775,5,3,8,Expanded_Known_Family
339,7,1,8,Expanded_Known_Family
414,3,5,8,Expanded_Known_Family
7976,2,6,8,Expanded_Known_Family
3706,8,0,8,Potential_Novel_Family
10755,6,2,8,Expanded_Known_Family
350,7,1,8,Expanded_Known_Family
2071,5,3,8,Expanded_Known_Family
422,4,4,8,Expanded_Known_Family
3740,1,7,8,Expanded_Known_Family
686,8,0,8,Potential_Novel_Family
9057,8,0,8,Potential_Novel_Family
642,3,5,8,Expanded_Known_Family
404,4,4,8,Expanded_Known_Family
6578,4,4,8,Expanded_Known_Family
11341,8,0,8,Potential_Novel_Family
3472,5,3,8,Expanded_Known_Family
6430,5,3,8,Expanded_Known_Family
1970,6,2,8,Expanded_Known_Family
2108,6,2,8,Expanded_Known_Family
2100,5,3,8,Expanded_Known_Family
2711,5,3,8,Expanded_Known_Family
7368,3,5,8,Expanded_Known_Family
10506,1,7,8,Expanded_Known_Family
843,7,1,8,Expanded_Known_Family
243,6,2,8,Expanded_Known_Family
7571,4,4,8,Expanded_Known_Family
237,6,2,8,Expanded_Known_Family
4987,6,2,8,Expanded_Known_Family
6085,5,3,8,Expanded_Known_Family
12256,8,0,8,Potential_Novel_Family
5907,8,0,8,Potential_Novel_Family
6408,7,1,8,Expanded_Known_Family
3355,7,1,8,Expanded_Known_Family
12448,3,5,8,Expanded_Known_Family
6649,5,3,8,Expanded_Known_Family
5784,6,2,8,Expanded_Known_Family
2431,6,2,8,Expanded_Known_Family
1229,6,2,8,Expanded_Known_Family
4565,6,2,8,Expanded_Known_Family
1839,4,4,8,Expanded_Known_Family
4225,2,6,8,Expanded_Known_Family
6281,8,0,8,Potential_Novel_Family
2300,6,2,8,Expanded_Known_Family
8606,1,7,8,Expanded_Known_Family
12185,5,3,8,Expanded_Known_Family
7170,6,2,8,Expanded_Known_Family
4453,6,2,8,Expanded_Known_Family
2609,5,3,8,Expanded_Known_Family
6102,8,0,8,Potential_Novel_Family
11274,3,5,8,Expanded_Known_Family
8681,8,0,8,Potential_Novel_Family
331,0,8,8,Known_Family_Only
7642,7,1,8,Expanded_Known_Family
1535,2,6,8,Expanded_Known_Family
720,4,4,8,Expanded_Known_Family
883,5,3,8,Expanded_Known_Family
737,3,5,8,Expanded_Known_Family
8774,5,3,8,Expanded_Known_Family
10808,3,5,8,Expanded_Known_Family
8074,6,2,8,Expanded_Known_Family
16,7,1,8,Expanded_Known_Family
2752,0,8,8,Known_Family_Only
3649,7,1,8,Expanded_Known_Family
280,8,0,8,Potential_Novel_Family
6595,4,4,8,Expanded_Known_Family
12242,8,0,8,Potential_Novel_Family
11683,8,0,8,Potential_Novel_Family
4706,8,0,8,Potential_Novel_Family
272,5,3,8,Expanded_Known_Family
12231,7,1,8,Expanded_Known_Family
1371,3,5,8,Expanded_Known_Family
4092,6,2,8,Expanded_Known_Family
7205,4,3,7,Expanded_Known_Family
6469,5,2,7,Expanded_Known_Family
1744,6,1,7,Expanded_Known_Family
11052,4,3,7,Expanded_Known_Family
4234,5,2,7,Expanded_Known_Family
3390,5,2,7,Expanded_Known_Family
5960,3,4,7,Expanded_Known_Family
7719,6,1,7,Expanded_Known_Family
11483,6,1,7,Expanded_Known_Family
8484,3,4,7,Expanded_Known_Family
3253,7,0,7,Potential_Novel_Family
1676,5,2,7,Expanded_Known_Family
8259,3,4,7,Expanded_Known_Family
4393,5,2,7,Expanded_Known_Family
1285,4,3,7,Expanded_Known_Family
4337,2,5,7,Expanded_Known_Family
10773,4,3,7,Expanded_Known_Family
3296,7,0,7,Potential_Novel_Family
3267,4,3,7,Expanded_Known_Family
2052,4,3,7,Expanded_Known_Family
7738,5,2,7,Expanded_Known_Family
4346,4,3,7,Expanded_Known_Family
6811,5,2,7,Expanded_Known_Family
4308,6,1,7,Expanded_Known_Family
12218,5,2,7,Expanded_Known_Family
7400,4,3,7,Expanded_Known_Family
11583,5,2,7,Expanded_Known_Family
524,5,2,7,Expanded_Known_Family
5941,3,4,7,Expanded_Known_Family
11186,3,4,7,Expanded_Known_Family
11817,4,3,7,Expanded_Known_Family
4260,4,3,7,Expanded_Known_Family
3182,6,1,7,Expanded_Known_Family
8036,6,1,7,Expanded_Known_Family
918,4,3,7,Expanded_Known_Family
1871,5,2,7,Expanded_Known_Family
897,3,4,7,Expanded_Known_Family
12070,4,3,7,Expanded_Known_Family
12527,5,2,7,Expanded_Known_Family
7588,3,4,7,Expanded_Known_Family
12535,5,2,7,Expanded_Known_Family
11412,1,6,7,Expanded_Known_Family
11129,1,6,7,Expanded_Known_Family
4249,4,3,7,Expanded_Known_Family
4718,6,1,7,Expanded_Known_Family
5704,6,1,7,Expanded_Known_Family
8633,2,5,7,Expanded_Known_Family
777,4,3,7,Expanded_Known_Family
5988,6,1,7,Expanded_Known_Family
4163,4,3,7,Expanded_Known_Family
4176,5,2,7,Expanded_Known_Family
1934,3,4,7,Expanded_Known_Family
756,5,2,7,Expanded_Known_Family
739,7,0,7,Potential_Novel_Family
10083,4,3,7,Expanded_Known_Family
4174,5,2,7,Expanded_Known_Family
4705,2,5,7,Expanded_Known_Family
10304,7,0,7,Potential_Novel_Family
6470,3,4,7,Expanded_Known_Family
4457,7,0,7,Potential_Novel_Family
6473,7,0,7,Potential_Novel_Family
10761,4,3,7,Expanded_Known_Family
1136,7,0,7,Potential_Novel_Family
11465,4,3,7,Expanded_Known_Family
1056,4,3,7,Expanded_Known_Family
11041,3,4,7,Expanded_Known_Family
1001,6,1,7,Expanded_Known_Family
8418,3,4,7,Expanded_Known_Family
11931,3,4,7,Expanded_Known_Family
605,5,2,7,Expanded_Known_Family
8149,6,1,7,Expanded_Known_Family
12445,6,1,7,Expanded_Known_Family
7524,5,2,7,Expanded_Known_Family
10216,6,1,7,Expanded_Known_Family
3432,2,5,7,Expanded_Known_Family
2670,5,2,7,Expanded_Known_Family
4589,7,0,7,Potential_Novel_Family
7685,3,4,7,Expanded_Known_Family
11934,6,1,7,Expanded_Known_Family
948,7,0,7,Potential_Novel_Family
6492,6,1,7,Expanded_Known_Family
602,3,4,7,Expanded_Known_Family
1542,4,3,7,Expanded_Known_Family
250,2,5,7,Expanded_Known_Family
162,4,3,7,Expanded_Known_Family
9589,3,4,7,Expanded_Known_Family
6018,5,2,7,Expanded_Known_Family
11706,6,1,7,Expanded_Known_Family
5038,6,1,7,Expanded_Known_Family
228,4,3,7,Expanded_Known_Family
2253,7,0,7,Potential_Novel_Family
344,3,4,7,Expanded_Known_Family
7844,3,4,7,Expanded_Known_Family
3588,7,0,7,Potential_Novel_Family
10791,5,2,7,Expanded_Known_Family
142,1,6,7,Expanded_Known_Family
7,5,2,7,Expanded_Known_Family
2892,0,7,7,Known_Family_Only
6582,7,0,7,Potential_Novel_Family
7884,4,3,7,Expanded_Known_Family
11666,5,2,7,Expanded_Known_Family
244,4,3,7,Expanded_Known_Family
108,4,3,7,Expanded_Known_Family
3025,2,5,7,Expanded_Known_Family
6053,7,0,7,Potential_Novel_Family
7802,4,3,7,Expanded_Known_Family
340,1,6,7,Expanded_Known_Family
8529,4,3,7,Expanded_Known_Family
8333,2,5,7,Expanded_Known_Family
2,4,3,7,Expanded_Known_Family
464,3,4,7,Expanded_Known_Family
2206,5,2,7,Expanded_Known_Family
3044,4,3,7,Expanded_Known_Family
419,0,7,7,Known_Family_Only
2904,6,1,7,Expanded_Known_Family
165,5,2,7,Expanded_Known_Family
181,3,4,7,Expanded_Known_Family
1519,3,4,7,Expanded_Known_Family
7027,5,2,7,Expanded_Known_Family
8334,6,1,7,Expanded_Known_Family
301,6,1,7,Expanded_Known_Family
6036,2,5,7,Expanded_Known_Family
12108,3,4,7,Expanded_Known_Family
5546,7,0,7,Potential_Novel_Family
387,4,3,7,Expanded_Known_Family
5306,4,3,7,Expanded_Known_Family
2748,2,4,6,Expanded_Known_Family
10718,0,6,6,Known_Family_Only
81,4,2,6,Expanded_Known_Family
752,2,4,6,Expanded_Known_Family
4057,4,2,6,Expanded_Known_Family
2429,6,0,6,Potential_Novel_Family
3427,5,1,6,Expanded_Known_Family
8453,2,4,6,Expanded_Known_Family
9153,5,1,6,Expanded_Known_Family
7402,5,1,6,Expanded_Known_Family
3136,5,1,6,Expanded_Known_Family
9815,6,0,6,Potential_Novel_Family
299,5,1,6,Expanded_Known_Family
4083,2,4,6,Expanded_Known_Family
7865,5,1,6,Expanded_Known_Family
10592,6,0,6,Potential_Novel_Family
11459,1,5,6,Expanded_Known_Family
3275,2,4,6,Expanded_Known_Family
8037,4,2,6,Expanded_Known_Family
2987,5,1,6,Expanded_Known_Family
4839,2,4,6,Expanded_Known_Family
6922,5,1,6,Expanded_Known_Family
3101,2,4,6,Expanded_Known_Family
365,4,2,6,Expanded_Known_Family
10883,2,4,6,Expanded_Known_Family
8464,4,2,6,Expanded_Known_Family
12270,0,6,6,Known_Family_Only
6382,4,2,6,Expanded_Known_Family
38,3,3,6,Expanded_Known_Family
9040,6,0,6,Potential_Novel_Family
9566,6,0,6,Potential_Novel_Family
7015,6,0,6,Potential_Novel_Family
3116,3,3,6,Expanded_Known_Family
3774,3,3,6,Expanded_Known_Family
65,3,3,6,Expanded_Known_Family
8535,2,4,6,Expanded_Known_Family
2629,5,1,6,Expanded_Known_Family
5651,5,1,6,Expanded_Known_Family
1487,3,3,6,Expanded_Known_Family
336,5,1,6,Expanded_Known_Family
1486,3,3,6,Expanded_Known_Family
1838,1,5,6,Expanded_Known_Family
6581,1,5,6,Expanded_Known_Family
672,5,1,6,Expanded_Known_Family
2978,6,0,6,Potential_Novel_Family
8389,2,4,6,Expanded_Known_Family
8710,3,3,6,Expanded_Known_Family
1169,5,1,6,Expanded_Known_Family
893,4,2,6,Expanded_Known_Family
1762,4,2,6,Expanded_Known_Family
5187,1,5,6,Expanded_Known_Family
4439,3,3,6,Expanded_Known_Family
1421,5,1,6,Expanded_Known_Family
4048,3,3,6,Expanded_Known_Family
2307,1,5,6,Expanded_Known_Family
2606,4,2,6,Expanded_Known_Family
3438,5,1,6,Expanded_Known_Family
3846,6,0,6,Potential_Novel_Family
8192,3,3,6,Expanded_Known_Family
8341,5,1,6,Expanded_Known_Family
2181,4,2,6,Expanded_Known_Family
4606,4,2,6,Expanded_Known_Family
1649,4,2,6,Expanded_Known_Family
11083,5,1,6,Expanded_Known_Family
10987,4,2,6,Expanded_Known_Family
6163,3,3,6,Expanded_Known_Family
10990,5,1,6,Expanded_Known_Family
5769,6,0,6,Potential_Novel_Family
129,3,3,6,Expanded_Known_Family
3933,3,3,6,Expanded_Known_Family
4619,0,6,6,Known_Family_Only
10185,6,0,6,Potential_Novel_Family
923,5,1,6,Expanded_Known_Family
922,3,3,6,Expanded_Known_Family
959,1,5,6,Expanded_Known_Family
6472,5,1,6,Expanded_Known_Family
8683,4,2,6,Expanded_Known_Family
7818,1,5,6,Expanded_Known_Family
3255,6,0,6,Potential_Novel_Family
6154,2,4,6,Expanded_Known_Family
992,5,1,6,Expanded_Known_Family
3643,3,3,6,Expanded_Known_Family
3807,4,2,6,Expanded_Known_Family
2370,3,3,6,Expanded_Known_Family
3810,2,4,6,Expanded_Known_Family
2723,6,0,6,Potential_Novel_Family
2584,4,2,6,Expanded_Known_Family
5,3,3,6,Expanded_Known_Family
6190,5,1,6,Expanded_Known_Family
2585,6,0,6,Potential_Novel_Family
9599,4,2,6,Expanded_Known_Family
12449,5,1,6,Expanded_Known_Family
8141,6,0,6,Potential_Novel_Family
12072,2,4,6,Expanded_Known_Family
199,3,3,6,Expanded_Known_Family
2620,5,1,6,Expanded_Known_Family
11591,5,1,6,Expanded_Known_Family
8926,6,0,6,Potential_Novel_Family
9414,3,3,6,Expanded_Known_Family
12329,3,3,6,Expanded_Known_Family
6511,0,6,6,Known_Family_Only
12192,6,0,6,Potential_Novel_Family
3003,4,2,6,Expanded_Known_Family
7163,3,3,6,Expanded_Known_Family
9009,5,1,6,Expanded_Known_Family
5383,4,2,6,Expanded_Known_Family
11308,3,3,6,Expanded_Known_Family
8396,4,2,6,Expanded_Known_Family
6490,5,1,6,Expanded_Known_Family
4676,4,2,6,Expanded_Known_Family
5606,4,2,6,Expanded_Known_Family
9367,2,4,6,Expanded_Known_Family
2085,4,2,6,Expanded_Known_Family
26,3,3,6,Expanded_Known_Family
1616,6,0,6,Potential_Novel_Family
8660,6,0,6,Potential_Novel_Family
1440,4,2,6,Expanded_Known_Family
11576,3,3,6,Expanded_Known_Family
1364,4,2,6,Expanded_Known_Family
2985,6,0,6,Potential_Novel_Family
406,0,6,6,Known_Family_Only
2793,3,3,6,Expanded_Known_Family
2817,2,4,6,Expanded_Known_Family
6864,4,2,6,Expanded_Known_Family
25,5,1,6,Expanded_Known_Family
510,6,0,6,Potential_Novel_Family
2819,6,0,6,Potential_Novel_Family
507,1,5,6,Expanded_Known_Family
6451,3,3,6,Expanded_Known_Family
3078,5,1,6,Expanded_Known_Family
5525,6,0,6,Potential_Novel_Family
4929,1,5,6,Expanded_Known_Family
1,4,2,6,Expanded_Known_Family
7053,0,6,6,Known_Family_Only
11091,6,0,6,Potential_Novel_Family
2082,4,2,6,Expanded_Known_Family
4152,3,3,6,Expanded_Known_Family
11796,5,1,6,Expanded_Known_Family
3724,5,1,6,Expanded_Known_Family
5321,2,4,6,Expanded_Known_Family
6136,4,2,6,Expanded_Known_Family
7890,4,2,6,Expanded_Known_Family
536,5,1,6,Expanded_Known_Family
4280,6,0,6,Potential_Novel_Family
12411,4,2,6,Expanded_Known_Family
2810,4,2,6,Expanded_Known_Family
3591,2,4,6,Expanded_Known_Family
6684,2,4,6,Expanded_Known_Family
39,3,3,6,Expanded_Known_Family
527,4,2,6,Expanded_Known_Family
2640,2,4,6,Expanded_Known_Family
4514,0,6,6,Known_Family_Only
471,2,4,6,Expanded_Known_Family
6134,6,0,6,Potential_Novel_Family
6676,2,4,6,Expanded_Known_Family
622,3,3,6,Expanded_Known_Family
1825,6,0,6,Potential_Novel_Family
1617,5,1,6,Expanded_Known_Family
10492,5,1,6,Expanded_Known_Family
456,2,4,6,Expanded_Known_Family
1073,2,3,5,Expanded_Known_Family
11289,1,4,5,Expanded_Known_Family
3704,5,0,5,Potential_Novel_Family
11905,5,0,5,Potential_Novel_Family
10139,1,4,5,Expanded_Known_Family
4695,4,1,5,Expanded_Known_Family
4406,2,3,5,Expanded_Known_Family
6437,3,2,5,Expanded_Known_Family
6876,3,2,5,Expanded_Known_Family
5167,3,2,5,Expanded_Known_Family
4689,4,1,5,Expanded_Known_Family
4142,3,2,5,Expanded_Known_Family
1390,2,3,5,Expanded_Known_Family
7987,2,3,5,Expanded_Known_Family
12165,4,1,5,Expanded_Known_Family
3596,4,1,5,Expanded_Known_Family
4975,2,3,5,Expanded_Known_Family
11996,5,0,5,Potential_Novel_Family
6019,2,3,5,Expanded_Known_Family
3827,3,2,5,Expanded_Known_Family
3496,0,5,5,Known_Family_Only
1520,4,1,5,Expanded_Known_Family
6179,1,4,5,Expanded_Known_Family
526,5,0,5,Potential_Novel_Family
3502,5,0,5,Potential_Novel_Family
11929,4,1,5,Expanded_Known_Family
9309,2,3,5,Expanded_Known_Family
793,1,4,5,Expanded_Known_Family
990,4,1,5,Expanded_Known_Family
1857,5,0,5,Potential_Novel_Family
