gene_name,multi_label,binary_label,binary_confidence,file_name,batch_idx
JAJZIG010000115.1_9,other,defense,0.99862003,GB_GCA_021851265.1_protein_labels.pkl,30
JAJZIG010000135.1_1,other,defense,0.9984908,GB_GCA_021851265.1_protein_labels.pkl,37
JAJZIG010000145.1_4,other,defense,0.9991779,GB_GCA_021851265.1_protein_labels.pkl,41
JAJZIG010000171.1_3,other,defense,0.9920975,GB_GCA_021851265.1_protein_labels.pkl,49
JAJZIG010000173.1_5,other,defense,0.9924601,GB_GCA_021851265.1_protein_labels.pkl,50
JAJZIG010000002.1_46,other,defense,0.9957742,GB_GCA_021851265.1_protein_labels.pkl,71
JAJZIG010000046.1_10,other,defense,0.9986412,GB_GCA_021851265.1_protein_labels.pkl,72
JAJYWS010000058.1_12,other,defense,0.99942005,GB_GCA_021791335.1_protein_labels.pkl,8
JAJYWS010000061.1_14,other,defense,0.9990208,GB_GCA_021791335.1_protein_labels.pkl,21
JAJYWS010000008.1_16,other,defense,0.9947125,GB_GCA_021791335.1_protein_labels.pkl,29
JAJYWS010000042.1_15,other,defense,0.99476445,GB_GCA_021791335.1_protein_labels.pkl,36
JAJYWS010000042.1_21,other,defense,0.9929737,GB_GCA_021791335.1_protein_labels.pkl,37
JAOMRN010000001.1_247,other,defense,0.9917617,GB_GCA_028355015.1_protein_labels.pkl,7
JAOMRN010000004.1_34,other,defense,0.9997929,GB_GCA_028355015.1_protein_labels.pkl,32
NZ_CP060530.1_19,other,defense,0.9900428,RS_GCF_016806735.1_protein_labels.pkl,0
NZ_CP060530.1_447,other,defense,0.99508923,RS_GCF_016806735.1_protein_labels.pkl,13
NZ_CP060530.1_489,other,defense,0.99830246,RS_GCF_016806735.1_protein_labels.pkl,15
NZ_CP060530.1_623,other,defense,0.9927893,RS_GCF_016806735.1_protein_labels.pkl,19
NZ_CP060530.1_793,other,defense,0.9923034,RS_GCF_016806735.1_protein_labels.pkl,24
NZ_CP060530.1_794,other,defense,0.99746346,RS_GCF_016806735.1_protein_labels.pkl,24
NZ_CP060530.1_905,other,defense,0.9994584,RS_GCF_016806735.1_protein_labels.pkl,28
PMNG01000054.1_27,other,defense,0.9901828,GB_GCA_003162615.1_protein_labels.pkl,2
PMNG01000149.1_13,other,defense,0.991032,GB_GCA_003162615.1_protein_labels.pkl,11
PMNG01000093.1_5,other,defense,0.99235016,GB_GCA_003162615.1_protein_labels.pkl,32
PMNG01000141.1_8,other,defense,0.99906844,GB_GCA_003162615.1_protein_labels.pkl,56
PMNG01000130.1_9,other,defense,0.9979316,GB_GCA_003162615.1_protein_labels.pkl,57
PMNG01000074.1_17,other,defense,0.9988268,GB_GCA_003162615.1_protein_labels.pkl,61
PMNG01000015.1_3,other,defense,0.9988281,GB_GCA_003162615.1_protein_labels.pkl,67
JAICFW010000086.1_38,other,defense,0.9960854,GB_GCA_025923455.1_protein_labels.pkl,40
JAICFW010000097.1_1,other,defense,0.99621516,GB_GCA_025923455.1_protein_labels.pkl,44
JAICFW010000124.1_2,other,defense,0.9956785,GB_GCA_025923455.1_protein_labels.pkl,58
JAICFW010000129.1_7,other,defense,0.9991314,GB_GCA_025923455.1_protein_labels.pkl,59
OMVY01000008.1_43,other,defense,0.99573696,GB_GCA_900314635.1_protein_labels.pkl,15
OMVY01000022.1_14,other,defense,0.990094,GB_GCA_900314635.1_protein_labels.pkl,19
OMVY01000031.1_2,other,defense,0.9995413,GB_GCA_900314635.1_protein_labels.pkl,23
OMVY01000004.1_11,other,defense,0.9946354,GB_GCA_900314635.1_protein_labels.pkl,29
OMVY01000003.1_172,other,defense,0.9995022,GB_GCA_900314635.1_protein_labels.pkl,42
OMVY01000002.1_82,other,defense,0.9939155,GB_GCA_900314635.1_protein_labels.pkl,47
OMVY01000006.1_21,other,defense,0.9900823,GB_GCA_900314635.1_protein_labels.pkl,48
OMVY01000016.1_13,other,defense,0.9985262,GB_GCA_900314635.1_protein_labels.pkl,56
NZ_CP081485.1_745,other,defense,0.99327236,RS_GCF_023617305.1_protein_labels.pkl,23
NZ_CP081485.1_1042,other,defense,0.99738353,RS_GCF_023617305.1_protein_labels.pkl,32
DAHY01000051.1_33,other,defense,0.9948849,GB_GCA_002498605.1_protein_labels.pkl,12
DAHY01000048.1_16,other,defense,0.9994778,GB_GCA_002498605.1_protein_labels.pkl,33
JAJZVQ010000002.1_1,other,defense,0.99444664,GB_GCA_021845575.1_protein_labels.pkl,21
JAJZVQ010000003.1_20,other,defense,0.999483,GB_GCA_021845575.1_protein_labels.pkl,24
JAJZVQ010000003.1_55,other,defense,0.99678826,GB_GCA_021845575.1_protein_labels.pkl,25
JAJZVQ010000018.1_13,other,defense,0.9966498,GB_GCA_021845575.1_protein_labels.pkl,26
NZ_OMWD01000014.1_58,other,defense,0.99411905,RS_GCF_900314695.1_protein_labels.pkl,38
NZ_OMWD01000005.1_26,other,defense,0.99979657,RS_GCF_900314695.1_protein_labels.pkl,39
NZ_OMWD01000017.1_43,other,defense,0.9988422,RS_GCF_900314695.1_protein_labels.pkl,45
NC_015416.1_803,other,defense,0.9903106,RS_GCF_000204415.1_protein_labels.pkl,25
NC_015416.1_1479,other,defense,0.997543,RS_GCF_000204415.1_protein_labels.pkl,46
NC_015416.1_1886,other,defense,0.99072087,RS_GCF_000204415.1_protein_labels.pkl,58
NC_015416.1_2031,other,defense,0.9911464,RS_GCF_000204415.1_protein_labels.pkl,63
NC_015416.1_2171,other,defense,0.99763525,RS_GCF_000204415.1_protein_labels.pkl,67
NC_015416.1_2383,other,defense,0.99891007,RS_GCF_000204415.1_protein_labels.pkl,74
NC_015416.1_2403,other,defense,0.99370956,RS_GCF_000204415.1_protein_labels.pkl,75
NC_015416.1_2625,other,defense,0.9993011,RS_GCF_000204415.1_protein_labels.pkl,82
NC_015416.1_2723,other,defense,0.9985727,RS_GCF_000204415.1_protein_labels.pkl,85
NC_015416.1_2981,other,defense,0.99539256,RS_GCF_000204415.1_protein_labels.pkl,93
JAHEAD010000011.1_6,other,defense,0.9934737,GB_GCA_019721075.1_protein_labels.pkl,13
JAHEAD010000017.1_27,other,defense,0.99154574,GB_GCA_019721075.1_protein_labels.pkl,26
JAHEAD010000043.1_1,other,defense,0.99325377,GB_GCA_019721075.1_protein_labels.pkl,55
JAHEAD010000008.1_49,other,defense,0.9910232,GB_GCA_019721075.1_protein_labels.pkl,68
JAKADT010000021.1_14,other,defense,0.9994074,GB_GCA_021820245.1_protein_labels.pkl,4
JAKADT010000114.1_2,other,defense,0.9961939,GB_GCA_021820245.1_protein_labels.pkl,8
JAKADT010000116.1_3,other,defense,0.99795425,GB_GCA_021820245.1_protein_labels.pkl,9
JAKADT010000079.1_3,other,defense,0.9912766,GB_GCA_021820245.1_protein_labels.pkl,42
JAKADT010000092.1_2,other,defense,0.9959358,GB_GCA_021820245.1_protein_labels.pkl,50
NC_012623.1_303,other,defense,0.9945591,RS_GCF_000022485.1_protein_labels.pkl,9
NC_012623.1_1801,other,defense,0.9940773,RS_GCF_000022485.1_protein_labels.pkl,56
NC_012623.1_2024,other,defense,0.9952394,RS_GCF_000022485.1_protein_labels.pkl,63
NC_012623.1_2801,other,defense,0.99330527,RS_GCF_000022485.1_protein_labels.pkl,87
JAKAYT010000007.1_13,other,defense,0.99981767,GB_GCA_021826685.1_protein_labels.pkl,18
JAKAYT010000032.1_9,other,defense,0.9998497,GB_GCA_021826685.1_protein_labels.pkl,23
JAKAYT010000001.1_108,other,defense,0.9966652,GB_GCA_021826685.1_protein_labels.pkl,28
JAKAYT010000002.1_9,other,defense,0.9985739,GB_GCA_021826685.1_protein_labels.pkl,35
JAKAYT010000018.1_1,other,defense,0.9956547,GB_GCA_021826685.1_protein_labels.pkl,42
JAKAUC010000019.1_14,other,defense,0.9961351,GB_GCA_021827865.1_protein_labels.pkl,6
JAKAUC010000007.1_44,other,defense,0.99598926,GB_GCA_021827865.1_protein_labels.pkl,15
JAKAUC010000009.1_42,other,defense,0.9963904,GB_GCA_021827865.1_protein_labels.pkl,18
JAKAUC010000009.1_629,other,defense,0.9936912,GB_GCA_021827865.1_protein_labels.pkl,36
JAKAUC010000005.1_6,other,defense,0.9907323,GB_GCA_021827865.1_protein_labels.pkl,44
JAKAUC010000013.1_148,other,defense,0.9994808,GB_GCA_021827865.1_protein_labels.pkl,51
JAKAUC010000013.1_238,other,defense,0.9985598,GB_GCA_021827865.1_protein_labels.pkl,54
JAKAUC010000013.1_510,other,defense,0.99552554,GB_GCA_021827865.1_protein_labels.pkl,63
NC_013967.1_649,other,defense,0.9924291,RS_GCF_000025685.1_protein_labels.pkl,20
NC_013967.1_1057,other,defense,0.99804485,RS_GCF_000025685.1_protein_labels.pkl,33
NC_013967.1_1156,other,defense,0.9976165,RS_GCF_000025685.1_protein_labels.pkl,36
NC_013967.1_1230,other,defense,0.9979918,RS_GCF_000025685.1_protein_labels.pkl,38
NC_013967.1_1374,other,defense,0.998243,RS_GCF_000025685.1_protein_labels.pkl,42
NC_013967.1_1474,other,defense,0.9952997,RS_GCF_000025685.1_protein_labels.pkl,46
NC_013967.1_1579,other,defense,0.9994661,RS_GCF_000025685.1_protein_labels.pkl,49
NC_013967.1_1753,other,defense,0.9967464,RS_GCF_000025685.1_protein_labels.pkl,54
NC_013967.1_1874,other,defense,0.994749,RS_GCF_000025685.1_protein_labels.pkl,58
NC_013967.1_2021,other,defense,0.9966757,RS_GCF_000025685.1_protein_labels.pkl,63
NC_013967.1_2156,other,defense,0.99761236,RS_GCF_000025685.1_protein_labels.pkl,67
NC_013967.1_2544,other,defense,0.9943566,RS_GCF_000025685.1_protein_labels.pkl,79
NC_013967.1_2576,other,defense,0.9937919,RS_GCF_000025685.1_protein_labels.pkl,80
NC_013967.1_2824,other,defense,0.9948809,RS_GCF_000025685.1_protein_labels.pkl,88
NC_013965.1_3,other,defense,0.99829024,RS_GCF_000025685.1_protein_labels.pkl,95
NZ_VRYN01000001.1_410,other,defense,0.9950393,RS_GCF_008124605.1_protein_labels.pkl,12
NZ_VRYN01000002.1_53,other,defense,0.9965708,RS_GCF_008124605.1_protein_labels.pkl,32
NZ_VRYN01000005.1_46,other,defense,0.991732,RS_GCF_008124605.1_protein_labels.pkl,61
NZ_VRYN01000008.1_17,other,defense,0.99830544,RS_GCF_008124605.1_protein_labels.pkl,65
JAMDCA010000031.1_18,other,defense,0.99809426,GB_GCA_023489435.1_protein_labels.pkl,1
JAMDCA010000014.1_43,other,defense,0.9978816,GB_GCA_023489435.1_protein_labels.pkl,4
JAMDCA010000002.1_31,other,defense,0.99472743,GB_GCA_023489435.1_protein_labels.pkl,23
JAMDCA010000004.1_23,other,defense,0.992665,GB_GCA_023489435.1_protein_labels.pkl,30
JAMDCA010000001.1_6,other,defense,0.99617946,GB_GCA_023489435.1_protein_labels.pkl,41
JAKARM010000003.1_31,other,defense,0.99274147,GB_GCA_021822165.1_protein_labels.pkl,7
JAKBNO010000054.1_3,other,defense,0.994117,GB_GCA_021831005.1_protein_labels.pkl,2
JAKBNO010000085.1_25,other,defense,0.99167013,GB_GCA_021831005.1_protein_labels.pkl,13
JAKBNO010000119.1_11,other,defense,0.99042904,GB_GCA_021831005.1_protein_labels.pkl,15
JAKBNO010000038.1_6,other,defense,0.9974843,GB_GCA_021831005.1_protein_labels.pkl,25
JAKBNO010000008.1_8,other,defense,0.9938459,GB_GCA_021831005.1_protein_labels.pkl,34
JAKBNO010000008.1_13,other,defense,0.9942497,GB_GCA_021831005.1_protein_labels.pkl,35
JAJYXL010000012.1_40,other,defense,0.9973584,GB_GCA_021801785.1_protein_labels.pkl,6
JAJYXL010000031.1_2,other,defense,0.9993278,GB_GCA_021801785.1_protein_labels.pkl,12
JAJYUR010000003.1_11,other,defense,0.99429905,GB_GCA_021792395.1_protein_labels.pkl,12
JAJYUR010000006.1_43,other,defense,0.99126595,GB_GCA_021792395.1_protein_labels.pkl,21
JAKAAY010000002.1_73,other,defense,0.9994369,GB_GCA_021802055.1_protein_labels.pkl,15
JAHEAA010000015.1_4,other,defense,0.9965688,GB_GCA_019721035.1_protein_labels.pkl,15
JAHEAA010000005.1_2,other,defense,0.9927719,GB_GCA_019721035.1_protein_labels.pkl,46
DALN01000173.1_6,other,defense,0.99955136,GB_GCA_002499455.1_protein_labels.pkl,0
DALN01000087.1_11,other,defense,0.9971353,GB_GCA_002499455.1_protein_labels.pkl,12
DALN01000077.1_27,other,defense,0.99428964,GB_GCA_002499455.1_protein_labels.pkl,16
DALN01000068.1_19,other,defense,0.9981483,GB_GCA_002499455.1_protein_labels.pkl,18
DALN01000076.1_7,other,defense,0.99287295,GB_GCA_002499455.1_protein_labels.pkl,22
DALN01000152.1_23,other,defense,0.99901783,GB_GCA_002499455.1_protein_labels.pkl,26
DALN01000035.1_20,other,defense,0.9980598,GB_GCA_002499455.1_protein_labels.pkl,27
DALN01000170.1_1,other,defense,0.99355656,GB_GCA_002499455.1_protein_labels.pkl,33
DALN01000145.1_6,other,defense,0.99354255,GB_GCA_002499455.1_protein_labels.pkl,49
DALN01000088.1_2,other,defense,0.99788034,GB_GCA_002499455.1_protein_labels.pkl,59
DALN01000026.1_26,other,defense,0.9987142,GB_GCA_002499455.1_protein_labels.pkl,73
DALN01000089.1_1,other,defense,0.9998648,GB_GCA_002499455.1_protein_labels.pkl,74
DALN01000175.1_1,other,defense,0.99556315,GB_GCA_002499455.1_protein_labels.pkl,76
NZ_CP026606.1_157,other,defense,0.9994449,RS_GCF_002945325.1_protein_labels.pkl,4
NZ_CP026606.1_880,other,defense,0.9999294,RS_GCF_002945325.1_protein_labels.pkl,27
NZ_CP026606.1_1280,other,defense,0.99267596,RS_GCF_002945325.1_protein_labels.pkl,39
JAMCRB010000012.1_4,other,defense,0.99874026,GB_GCA_023380435.1_protein_labels.pkl,4
JAMCRB010000020.1_4,other,defense,0.9988261,GB_GCA_023380435.1_protein_labels.pkl,7
LVVU01000085.1_1,other,defense,0.9911499,GB_GCA_006954465.1_protein_labels.pkl,20
LVVU01000128.1_4,other,defense,0.9942364,GB_GCA_006954465.1_protein_labels.pkl,30
NC_021592.1_769,other,defense,0.99661154,RS_GCF_000152265.2_protein_labels.pkl,24
NC_021592.1_1573,other,defense,0.99940085,RS_GCF_000152265.2_protein_labels.pkl,49
NC_021592.1_1695,other,defense,0.9931872,RS_GCF_000152265.2_protein_labels.pkl,52
NC_021592.1_1892,other,defense,0.99704933,RS_GCF_000152265.2_protein_labels.pkl,59
NC_021592.1_1924,other,defense,0.9962065,RS_GCF_000152265.2_protein_labels.pkl,60
MNWW01000012.1_3,other,defense,0.99617106,GB_GCA_001871415.1_protein_labels.pkl,7
LJKK01000055.1_25,other,defense,0.99734914,GB_GCA_001421185.1_protein_labels.pkl,0
LJKK01000098.1_70,other,defense,0.9962871,GB_GCA_001421185.1_protein_labels.pkl,6
LJKK01000032.1_7,other,defense,0.9958318,GB_GCA_001421185.1_protein_labels.pkl,19
LJKK01000115.1_10,other,defense,0.9904711,GB_GCA_001421185.1_protein_labels.pkl,50
LJKK01000159.1_4,other,defense,0.9900232,GB_GCA_001421185.1_protein_labels.pkl,53
NC_007681.1_35,other,defense,0.99633884,RS_GCF_000012545.1_protein_labels.pkl,1
NC_007681.1_1050,other,defense,0.9964102,RS_GCF_000012545.1_protein_labels.pkl,32
NC_007681.1_1178,other,defense,0.9986652,RS_GCF_000012545.1_protein_labels.pkl,36
NC_007681.1_1249,other,defense,0.9903244,RS_GCF_000012545.1_protein_labels.pkl,39
NC_007681.1_1380,other,defense,0.9981806,RS_GCF_000012545.1_protein_labels.pkl,43
PQXB01000001.1_350,other,defense,0.9904592,GB_GCA_003194425.1_protein_labels.pkl,10
PQXB01000001.1_381,other,defense,0.99378926,GB_GCA_003194425.1_protein_labels.pkl,11
PQXB01000001.1_496,other,defense,0.99278027,GB_GCA_003194425.1_protein_labels.pkl,15
PQXB01000001.1_528,other,defense,0.9992955,GB_GCA_003194425.1_protein_labels.pkl,16
PQXB01000001.1_806,other,defense,0.9933149,GB_GCA_003194425.1_protein_labels.pkl,25
CALSTM010000002.1_455,other,defense,0.9964483,GB_GCA_943789275.1_protein_labels.pkl,29
CALSTM010000002.1_645,other,defense,0.9934962,GB_GCA_943789275.1_protein_labels.pkl,35
DAHO01000052.1_41,other,defense,0.9984382,GB_GCA_002498455.1_protein_labels.pkl,7
DAHO01000045.1_44,other,defense,0.99432087,GB_GCA_002498455.1_protein_labels.pkl,19
DAHO01000023.1_6,other,defense,0.99993944,GB_GCA_002498455.1_protein_labels.pkl,27
DAHO01000107.1_6,other,defense,0.9906605,GB_GCA_002498455.1_protein_labels.pkl,29
DAHO01000081.1_52,other,defense,0.99971515,GB_GCA_002498455.1_protein_labels.pkl,37
ARWO01000002.1_97,other,defense,0.99014205,GB_GCA_000402075.1_protein_labels.pkl,7
NC_020913.1_51,other,defense,0.9957594,RS_GCF_000300255.2_protein_labels.pkl,1
NC_020913.1_164,other,defense,0.9988287,RS_GCF_000300255.2_protein_labels.pkl,5
NC_020913.1_216,other,defense,0.99618274,RS_GCF_000300255.2_protein_labels.pkl,6
DAHF01000078.1_4,other,defense,0.9948902,GB_GCA_002495845.1_protein_labels.pkl,9
DAHF01000002.1_4,other,defense,0.9937541,GB_GCA_002495845.1_protein_labels.pkl,40
JAKABJ010000001.1_27,other,defense,0.997299,GB_GCA_021801905.1_protein_labels.pkl,0
JAKABJ010000014.1_5,other,defense,0.99950445,GB_GCA_021801905.1_protein_labels.pkl,15
JAKABJ010000021.1_11,other,defense,0.99747485,GB_GCA_021801905.1_protein_labels.pkl,20
KI543165.1_164,other,defense,0.9911964,GB_GCA_000496175.1_protein_labels.pkl,31
KI543166.1_50,other,defense,0.9978472,GB_GCA_000496175.1_protein_labels.pkl,42
KI543167.1_574,other,defense,0.99813664,GB_GCA_000496175.1_protein_labels.pkl,64
KI543168.1_167,other,defense,0.99376583,GB_GCA_000496175.1_protein_labels.pkl,69
KI543168.1_328,other,defense,0.9945392,GB_GCA_000496175.1_protein_labels.pkl,74
KI543169.1_166,other,defense,0.9918676,GB_GCA_000496175.1_protein_labels.pkl,86
JAKAOQ010000001.1_8,other,defense,0.999079,GB_GCA_021812105.1_protein_labels.pkl,18
CP003316.1_397,other,defense,0.99579656,GB_GCA_000247545.1_protein_labels.pkl,12
CP003316.1_1653,other,defense,0.99835557,GB_GCA_000247545.1_protein_labels.pkl,51
CP003316.1_1906,other,defense,0.9967704,GB_GCA_000247545.1_protein_labels.pkl,59
CP003316.1_1965,other,defense,0.99577516,GB_GCA_000247545.1_protein_labels.pkl,61
DAHL01000021.1_10,other,defense,0.99929035,GB_GCA_002509225.1_protein_labels.pkl,0
JAKATK010000018.1_9,other,defense,0.9931988,GB_GCA_021827995.1_protein_labels.pkl,5
JAKATK010000003.1_23,other,defense,0.99978703,GB_GCA_021827995.1_protein_labels.pkl,10
JAKATK010000003.1_46,other,defense,0.9989316,GB_GCA_021827995.1_protein_labels.pkl,11
JAKATK010000004.1_31,other,defense,0.9992981,GB_GCA_021827995.1_protein_labels.pkl,14
JAKATK010000004.1_75,other,defense,0.99287766,GB_GCA_021827995.1_protein_labels.pkl,15
JAKATK010000006.1_68,other,defense,0.99528176,GB_GCA_021827995.1_protein_labels.pkl,20
JAKATK010000010.1_43,other,defense,0.9918107,GB_GCA_021827995.1_protein_labels.pkl,28
JAKATK010000013.1_17,other,defense,0.99714583,GB_GCA_021827995.1_protein_labels.pkl,38
DAHC01000012.1_42,other,defense,0.9970463,GB_GCA_002498375.1_protein_labels.pkl,1
DAHC01000005.1_121,other,defense,0.99815124,GB_GCA_002498375.1_protein_labels.pkl,25
DAHC01000005.1_233,other,defense,0.9996669,GB_GCA_002498375.1_protein_labels.pkl,28
DAHC01000008.1_50,other,defense,0.9914136,GB_GCA_002498375.1_protein_labels.pkl,39
CP115556.1_117,other,defense,0.99886227,GB_GCA_030168595.1_protein_labels.pkl,3
CP115556.1_168,other,defense,0.99956495,GB_GCA_030168595.1_protein_labels.pkl,5
CP115556.1_1028,other,defense,0.9995189,GB_GCA_030168595.1_protein_labels.pkl,32
CP115556.1_1190,other,defense,0.9989411,GB_GCA_030168595.1_protein_labels.pkl,37
CP115556.1_1418,other,defense,0.9927764,GB_GCA_030168595.1_protein_labels.pkl,44
JAJZXE010000009.1_28,other,defense,0.9990088,GB_GCA_021802505.1_protein_labels.pkl,0
JAJZXE010000002.1_8,other,defense,0.9943506,GB_GCA_021802505.1_protein_labels.pkl,2
JAJZXE010000008.1_32,other,defense,0.99341315,GB_GCA_021802505.1_protein_labels.pkl,23
PLLR01000022.1_13,other,defense,0.9987729,GB_GCA_003141335.1_protein_labels.pkl,11
PLLR01000088.1_5,other,defense,0.9997811,GB_GCA_003141335.1_protein_labels.pkl,32
PLLR01000024.1_34,other,defense,0.99663395,GB_GCA_003141335.1_protein_labels.pkl,60
JALNLN010000019.1_24,other,defense,0.99321944,GB_GCA_023267855.1_protein_labels.pkl,0
JALNLN010000005.1_95,other,defense,0.99847776,GB_GCA_023267855.1_protein_labels.pkl,15
JALNLN010000008.1_5,other,defense,0.99557257,GB_GCA_023267855.1_protein_labels.pkl,21
JALNLN010000029.1_10,other,defense,0.9981013,GB_GCA_023267855.1_protein_labels.pkl,36
DARG01000033.1_15,other,defense,0.99275416,GB_GCA_002503215.1_protein_labels.pkl,27
LFEY01000001.1_12,other,defense,0.99823964,GB_GCA_001510275.1_protein_labels.pkl,0
LFEY01000012.1_29,other,defense,0.99039054,GB_GCA_001510275.1_protein_labels.pkl,19
LFEY01000017.1_43,other,defense,0.9945898,GB_GCA_001510275.1_protein_labels.pkl,26
LFEY01000018.1_12,other,defense,0.9908351,GB_GCA_001510275.1_protein_labels.pkl,28
LFEY01000024.1_69,other,defense,0.9916999,GB_GCA_001510275.1_protein_labels.pkl,36
LFEY01000028.1_8,other,defense,0.9987463,GB_GCA_001510275.1_protein_labels.pkl,41
LFEY01000028.1_60,other,defense,0.990812,GB_GCA_001510275.1_protein_labels.pkl,43
LFEY01000029.1_57,other,defense,0.9976793,GB_GCA_001510275.1_protein_labels.pkl,45
JAATVM010000045.1_5,other,defense,0.9998462,GB_GCA_014523495.1_protein_labels.pkl,1
JAATVM010000151.1_4,other,defense,0.9946196,GB_GCA_014523495.1_protein_labels.pkl,32
JAATVM010000164.1_1,other,defense,0.9983341,GB_GCA_014523495.1_protein_labels.pkl,35
JAATVM010000200.1_3,other,defense,0.99333876,GB_GCA_014523495.1_protein_labels.pkl,45
JAJZKQ010000011.1_23,other,defense,0.99806005,GB_GCA_021804095.1_protein_labels.pkl,7
JAJZKQ010000012.1_17,other,defense,0.99399686,GB_GCA_021804095.1_protein_labels.pkl,8
JAJZKQ010000002.1_8,other,defense,0.9997129,GB_GCA_021804095.1_protein_labels.pkl,13
JALNKA010000008.1_40,other,defense,0.99841106,GB_GCA_023261815.1_protein_labels.pkl,7
JAKAVT010000001.1_111,other,defense,0.9933302,GB_GCA_021817165.1_protein_labels.pkl,3
JAKAVT010000008.1_31,other,defense,0.9933101,GB_GCA_021817165.1_protein_labels.pkl,10
JAQXTL010000004.1_535,other,defense,0.99528897,GB_GCA_029219465.1_protein_labels.pkl,26
